Hora final,Nome,Duração (s),Categoria,Observação,STATUS,Coordenadas S,Coordenadas W,Coordenadas S.1,Coordenadas W.1,Identificação,Coordenadas Inicial,Coordenadas Final
13:36:44,052021 13.36 SAD 2 rap,84.0,SUB,,Transcrito,-7.527111111111111,-34.96319444444445,-7.527111111111111,-34.96319444444445,,POINT (283374.38199420716 9167493.861526422),POINT (283374.38199420716 9167493.861526422)
13:53:14,052021 13.53 MA 2,470.0,MA,ódio no meu corassaum,Transcrito,-7.527611111111111,-34.96322222222223,-7.528222222222222,-34.963638888888894,,POINT (283371.5640817295 9167438.541649964),POINT (283325.87382354063 9167370.738715552)
 ‏‎14:11:22,052021 14.11 J3 4 rap,141.0,J3,ódio no meu corassaum,Transcrito,-7.528833333333333,-34.963638888888894,-7.528833333333333,-34.96355555555556,,POINT (283326.17747320875 9167303.142341655),POINT (283335.376224948 9167303.183664156)
14:41:10,052021 14.41 J1-inf-FF,160.0,J1,"j1 pra um MA dep um J1 ou  Inf e FF [so j1 dep inf e ff, nao sei de onde veio esse ma...]",Transcrito,-7.529138888888889,-34.96327777777778,-7.529861111111111,-34.96255555555556,,POINT (283366.1905335739 9167269.52321267),POINT (283446.2716675347 9167189.994654367)
,052021 14.41 J1-inf-FF,612.0,Inf,,Transcrito,-7.529138888888889,-34.96327777777778,-7.529861111111111,-34.96255555555556,,POINT (283366.1905335739 9167269.52321267),POINT (283446.2716675347 9167189.994654367)
,052021 14.41 J1-inf-FF,370.0,FF,,Transcrito,-7.529138888888889,-34.96327777777778,-7.529861111111111,-34.96255555555556,,POINT (283366.1905335739 9167269.52321267),POINT (283446.2716675347 9167189.994654367)
‏‎12:37:56,052321 12.37 FA 1,192.0,FA,,Transcrito,-7.517416666666667,-34.96736111111111,-7.5174722222222226,-34.967333333333336,,POINT (282909.61999503593 9168564.120441271),POINT (282912.7139487155 9168557.989085963)
‏‎12:59:30,052321 12.59 J1 1,871.0,J1,quase j2,Transcrito,-7.517305555555556,-34.967194444444445,-7.517666666666667,-34.967083333333335,,POINT (282927.96279241494 9168576.493388554),POINT (282940.4076270502 9168536.605127964)
13:09:16,052321 13.09 JF 1,563.0,JF,"podia tb ser ff jovem, não tenho muuuita certeza",Transcrito,,,-7.518083333333333,-34.966833333333334,,POINT EMPTY,POINT (282968.2117230538 9168490.64062537)
13:12:12,052321 13.12 J2 1,129.0,J2,GPS inicial prob msm q final,Transcrito,,,-7.51825,-34.96677777777778,,POINT EMPTY,POINT (282974.4272196315 9168472.232779589)
13:15:22,052321 13.15 J1 2 rap,101.0,J1,,Transcrito,-7.518111111111111,-34.966750000000005,-7.51825,-34.96669444444445,,POINT (282977.42452399177 9168487.609390762),POINT (282983.6262116359 9168472.274111433)
‏‎09:28:36,052521 09.28 FA 1,194.0,FA,tem ap. de j3,Transcrito,-7.51975,-34.962138888888894,-7.519805555555555,-34.96216666666667,,POINT (283487.2475761777 9168308.61275165),POINT (283484.208816135 9168302.453886379)
‏‎09:41:32,052521 09.41 MA 1,717.0,MA,ou SUB quase MA ,Transcrito,-7.519805555555555,-34.96216666666667,-7.519916666666667,-34.96211111111111,,POINT (283484.208816135 9168302.453886379),POINT (283490.3965420128 9168290.191147363)
‏‎10:03:26,052521 10.03 FA 2 - FF 1,43.0,FA,receb aprox de J1 e dep vira FF,Transcrito,-7.5205,-34.9615,-7.520861111111111,-34.961444444444446,,POINT (283558.14457812096 9168225.969842048),POINT (283564.4562316638 9168186.054082457)
‏‎10:03:26,052521 10.03 FA 2 - FF 1,206.0,FF,,Transcrito,-7.5205,-34.9615,-7.520861111111111,-34.961444444444446,,POINT (283558.14457812096 9168225.969842048),POINT (283564.4562316638 9168186.054082457)
‏‎10:08:24,052521 10.08 MA 2 FF 1 rap,80.5,FF,,Transcrito,-7.521111111111111,-34.96163888888889,-7.521111111111111,-34.96163888888889,,POINT (283543.1160803575 9168158.304842541),POINT (283543.1160803575 9168158.304842541)
,052521 10.08 MA 2 FF 1 rap,80.5,MA,,Transcrito,,,,,,POINT EMPTY,POINT EMPTY
‏‎10:43:28,052521 10.43 J1 1,404.0,J1,,Transcrito,,,-7.523,-34.96233333333333,,POINT EMPTY,POINT (283467.3956550829 9167949.027082572)
 ‏‎10:59:36,052521 10.59 FF 2 rap,119.0,FF,,Transcrito,-7.523944444444444,-34.96252777777778,-7.523944444444444,-34.96252777777778,,POINT (283446.40032559267 9167844.46375916),POINT (283446.40032559267 9167844.46375916)
11:03:38,052521 11.03 FF 3 mt rap,28.0,FF,,Transcrito,-7.524055555555556,-34.962583333333335,-7.524055555555556,-34.962583333333335,,POINT (283440.3229055976 9167832.146002915),POINT (283440.3229055976 9167832.146002915)
‏‎11:11:40,052521 11.11 J3 1 rap,130.0,J3,,Transcrito,-7.524777777777778,-34.96266666666667,-7.524777777777778,-34.96266666666667,,POINT (283431.48254402634 9167752.218161182),POINT (283431.48254402634 9167752.218161182)
‏‎11:24:08,052521 11.24 J3 2,636.0,J3,J3 quase SAD,Transcrito,-7.52475,-34.962611111111116,-7.525027777777778,-34.962500000000006,,POINT (283437.60131071776 9167755.318241706),POINT (283450.0042966669 9167724.647680255)
‏‎11:48:26,052521 11.48 J3 3,579.0,J3,,Transcrito,-7.525138888888889,-34.962138888888894,-7.5256388888888885,-34.96219444444445,,POINT (283489.9210145926 9167712.536301935),POINT (283484.0366210985 9167657.202716237)
11:57:22,052521 11.57 MA 3,263.0,MA,,Transcrito,-7.525861111111111,-34.962138888888894,-7.526027777777777,-34.962138888888894,,POINT (283490.2794552058 9167632.649757637),POINT (283490.3621771288 9167614.21440093)
‏‎12:23:42,052521 12.23 MA 4,645.0,MA,,Transcrito,-7.526111111111111,-34.962,-7.526194444444444,-34.96197222222222,,POINT (283505.734873896 9167605.065515371),POINT (283508.8424993517 9167595.861595815)
‏‎12:33:32,052521 12.33 J2 1,237.0,J2,,Transcrito,,,-7.526638888888889,-34.96172222222223,,POINT EMPTY,POINT (283536.65945234895 9167546.824469972)
12:43:28,052521 12.43 J2 2,451.0,J2,"J2 quase j1, bem no limite, mta dúvida",Transcrito,-7.526611111111111,-34.96175,-7.527027777777778,-34.96175,,POINT (283533.5794041456 9167549.883271644),POINT (283533.786191794 9167503.794888677)
‏‎12:47:58,052521 12.47 J1 2 rap,91.0,J1,talvez j2,Transcrito,-7.527138888888889,-34.96186111111111,-7.527138888888889,-34.96186111111111,,POINT (283521.5762998195 9167491.449618893),POINT (283521.5762998195 9167491.449618893)
13:09:24,052521 13.09 FF 4,1206.0,FF,,Transcrito,-7.527222222222222,-34.96191666666667,-7.527833333333334,-34.96205555555556,,POINT (283515.48514391104 9167482.204423003),POINT (283500.4572129191 9167414.539314223)
13:15:28,052521 13.15 J2 3 rap,66.0,J2,,Transcrito,-7.528027777777778,-34.96208333333334,-7.528027777777778,-34.96208333333334,,POINT (283497.4874895228 9167393.017635403),POINT (283497.4874895228 9167393.017635403)
 ‏‎13:33:32,052521 13.33 J1 2 FF 5 J1 FF,708.0,J1,J1 talvez j2?,Transcrito,-7.528222222222222,-34.96208333333334,-7.528833333333333,-34.96222222222222,,POINT (283497.58402350417 9167371.509718057),POINT (283482.55619214044 9167303.844585227)
 ‏‎13:33:32,052521 13.33 J1 2 FF 5 J1 FF,,FF,,Transcrito,-7.528222222222222,-34.96208333333334,-7.528833333333333,-34.96222222222222,,POINT (283497.58402350417 9167371.509718057),POINT (283482.55619214044 9167303.844585227)
‏‎13:53:10,052521 13.53 FA 3,681.0,FA,,Transcrito,-7.529416666666666,-34.962250000000004,-7.529722222222222,-34.962250000000004,,POINT (283479.77960884135 9167239.307059744),POINT (283479.9313469583 9167205.50889868)
14:28:10,052521 14.28 J3 4,316.0,J3,J3 femea ou j2 grande,Transcrito,-7.530277777777778,-34.96252777777778,-7.5304722222222225,-34.96255555555556,,POINT (283449.5448676229 9167143.92001313),POINT (283446.5752150598 9167122.398318607)
‏‎14:51:34,052521 14.51 J3 5,511.0,J3,,Transcrito,-7.530444444444444,-34.96230555555556,-7.530555555555556,-34.962,,POINT (283474.1575512758 9167125.59479897),POINT (283507.94133172894 9167113.455995727)
‏‎09:41:58,052721 09.41 J3 1,504.0,J3,J3 não fa,Transcrito,-7.520361111111111,-34.962944444444446,-7.520333333333333,-34.96266666666667,,POINT (283398.627712214 9168240.617662923),POINT (283429.2770197402 9168243.827757288)
 ‏‎09:51:30,052721 09.51 J3 2,368.0,J3,J3 nao j2,Transcrito,-7.520194444444444,-34.962722222222226,-7.520444444444444,-34.96255555555556,,POINT (283423.07549843413 9168259.163050976),POINT (283441.59737353283 9168231.592527453)
10:00:50,052721 10.00 J2 1,423.0,J2,,Transcrito,-7.520444444444444,-34.96255555555556,-7.520166666666666,-34.96227777777778,,POINT (283441.59737353283 9168231.592527453),POINT (283472.1226718605 9168262.455626333)
‏‎10:28:04,052721 10.28 FF 1.1 trk FF 2.1,1319.0,FF,,Transcrito,-7.520194444444444,-34.962361111111115,-7.520083333333333,-34.96197222222222,,POINT (283462.93752199697 9168259.34181808),POINT (283505.81074475666 9168271.824533388)
‏‎10:28:04,052721 10.28 FF 1.1 trk FF 2.1,,FF,,Transcrito,-7.520194444444444,-34.962361111111115,-7.520083333333333,-34.96197222222222,,POINT (283462.93752199697 9168259.34181808),POINT (283505.81074475666 9168271.824533388)
10:31:58,052721 10.31 FA 1 ,112.0,FA,"fa amamentando j3 ou j2 grande, acho que é laranjinha",Transcrito,-7.52,-34.96197222222222,-7.52,-34.96197222222222,,POINT (283505.7694195761 9168281.042208664),POINT (283505.7694195761 9168281.042208664)
11:30:14,052721 11.30 FF 3.2,399.0,FF,,Transcrito,-7.524111111111111,-34.96241666666667,-7.524527777777778,-34.962500000000006,,POINT (283458.74817026977 9167826.083431005),POINT (283449.7561234046 9167779.95375939)
11:36:42,052721 11.36 MA 1 FF 4.3,120.0,MA,FF começa 2 min dep no áudio. mt vento no início ,Transcrito,-7.524527777777778,-34.962500000000006,-7.524777777777778,-34.962583333333335,,POINT (283449.7561234046 9167779.95375939),POINT (283440.6813762293 9167752.25944145)
11:36:42,052721 11.36 MA 1 FF 4.3,199.0,FF,FF começa 2 min dep no áudio. mt vento no início ,Transcrito,-7.524777777777778,-34.962583333333335,-7.5248888888888885,-34.96255555555556,,POINT (283440.6813762293 9167752.25944145),POINT (283443.80280511396 9167739.982960917)
11:46:40,052721 11.46 FF 5.4,561.0,FF,talvez mesma de antes,Transcrito,-7.5248888888888885,-34.96255555555556,-7.525416666666667,-34.962138888888894,,POINT (283443.80280511396 9167739.982960917),POINT (283490.0588723182 9167681.810708247)
‏‎11:49:46,052721 11.49 FF 6.5 rap,74.0,FF,,Transcrito,-7.525416666666667,-34.962138888888894,-7.525555555555555,-34.96197222222222,,POINT (283490.0588723182 9167681.810708247),POINT (283508.5254285435 9167666.530456144)
11:57:20,052721 11.57 FA 2,220.0,FA,,Transcrito,-7.525555555555555,-34.96191666666667,-7.5255833333333335,-34.96188888888889,,POINT (283514.6579699692 9167666.557969538),POINT (283517.73802515084 9167663.499166984)
‏‎12:03:06,052721 12.03 J3 3,202.0,J3,,Transcrito,-7.5256388888888885,-34.96183333333334,-7.525666666666667,-34.96172222222223,,POINT (283523.89813434606 9167657.381561581),POINT (283536.176997184 9167654.364025611)
12:12:26,052721 12.12 J2 2,196.0,J2,,Transcrito,-7.52575,-34.96147222222223,-7.525805555555555,-34.96141666666667,,POINT (283563.8147665805 9167645.270141024),POINT (283569.97486668406 9167639.152531808)
12:20:16,052721 12.20 J2 3,396.0,J2,,Transcrito,-7.525916666666666,-34.96136111111112,-7.525972222222222,-34.96130555555556,,POINT (283576.16252804827 9167626.889806082),POINT (283582.3226244524 9167620.772196254)
12:33:16,052721 12.33 FA 3,565.0,FA,,Transcrito,-7.526111111111111,-34.96127777777778,-7.526305555555555,-34.96125,,POINT (283585.45779657795 9167605.423159482),POINT (283588.6205306365 9167583.929007117)
12:43:04,052721 12.43 J1 1,516.0,J1,pequeno mas mov. indep. ingere fruta desconhecida roxa,Transcrito,-7.52625,-34.96125,-7.526416666666667,-34.96116666666667,,POINT (283588.5929679638 9167590.074122926),POINT (283597.8744466044 9167571.680034645)
13:02:46,052721 13.02 FA 4,573.0,FA,"talvez FG, não tenho cereza, amamenta j2",Transcrito,-7.526305555555555,-34.96130555555556,-7.5264444444444445,-34.961444444444446,,POINT (283582.4880021467 9167583.901500411),POINT (283567.22559447016 9167568.469938911)
13:24:54,052721 13.24 J2 4 p.rosa trnsc exl,1150.0,J2,mamou... j2 quase j3,Transcrito,-7.5264444444444445,-34.961444444444446,-7.526666666666666,-34.961555555555556,pinto rosa eu acho,POINT (283567.22559447016 9167568.469938911),POINT (283555.07081176713 9167543.834450386)
10:41:52,052721 10.41 FA 1,696.0,FA,no começo achava q era sub,Transcrito,-7.525,-34.96322222222223,-7.525277777777777,-34.96330555555556,,POINT (283370.2673261352 9167727.362424472),POINT (283361.20643253 9167696.595515192)
‏‎10:50:36,052721 10.50 J1 1 FF 1,216.0,J1,,Transcrito,-7.525138888888889,-34.96288888888889,-7.525305555555556,-34.962583333333335,,POINT (283407.13159874995 9167712.164783187),POINT (283440.9433571773 9167693.880798915)
‏‎10:50:36,,,FF,,Transcrito,-7.525138888888889,-34.96288888888889,-7.525305555555556,-34.962583333333335,,POINT (283407.13159874995 9167712.164783187),POINT (283440.9433571773 9167693.880798915)
11:05:36,052721 11.05 FA 2,859.0,FA,"J2 mama no fim, mt aproximação",Transcrito,,,-7.525388888888889,-34.962500000000006,,POINT EMPTY,POINT (283450.18354311166 9167684.704400187)
11:17:16,052721 11.17 J2 1,197.0,J2,,Transcrito,-7.525361111111111,-34.962,-7.525472222222223,-34.96197222222222,,POINT (283505.3626618902 9167688.024613155),POINT (283508.4840734552 9167675.748133445)
11:24:06,052721 11.24 FF 2 rap,96.0,FF,,Transcrito,-7.525916666666666,-34.96161111111111,-7.525916666666666,-34.96161111111111,,POINT (283548.5661218661 9167626.766018981),POINT (283548.5661218661 9167626.766018981)
‏‎11:38:42,052721 11.38 J1 2,231.0,J1,mais scan,Transcrito,-7.525888888888889,-34.96163888888889,-7.525888888888889,-34.96163888888889,,POINT (283545.48607087316 9167629.824822437),POINT (283545.48607087316 9167629.824822437)
‏‎11:47:10,052721 11.47 J1 2 rap,108.0,J1,vo depois amamenta e vira ff rap,Transcrito,-7.525916666666666,-34.961555555555556,-7.526027777777777,-34.96163888888889,,POINT (283554.69865691965 9167626.793528592),POINT (283545.55498833524 9167614.462029638)
11:54:50,052721 11.54 MA 1,432.0,MA,fazedo unção,Transcrito,-7.526111111111111,-34.961555555555556,-7.526194444444444,-34.96147222222223,,POINT (283554.79513796826 9167605.285619669),POINT (283564.0352840903 9167596.109208804)
15:55:54,061221 15.55 MA 1 rap,181.0,MA,,Transcrito,-7.531166666666667,-34.959722222222226,-7.53125,-34.95975,,POINT (283759.67562090425 9167046.987926247),POINT (283756.6507328848 9167037.756507542)
15:21:36,061221 15.21 J3 1 verruga,1076.0,J3,"ou f nulípara, verruga",Transcrito,-7.531333333333333,-34.95955555555556,-7.531166666666667,-34.95952777777778,verruga,POINT (283778.1556541716 9167028.635096328),POINT (283781.13921036705 9167047.084179126)
‏‎15:48:48,061221 15.48 J3 2,663.0,J3,,Transcrito,-7.531138888888889,-34.959611111111116,-7.531055555555556,-34.95966666666667,,POINT (283771.92675079696 9167050.115484646),POINT (283765.7529593486 9167059.30565075)
‏‎16:00:34,061221 16.00 MA 2 barba branca ,179.0,MA,,Transcrito,,,,,barba branca,POINT EMPTY,POINT EMPTY
‏‎16:10:18,061221 16.10 MA 2 barba branca continuação,452.0,MA,"Continuação do de cima, tiro no fim?",Transcrito,,,-7.531111111111111,-34.95986111111112,barba branca,POINT EMPTY,POINT (283744.31692328205 9167053.064280383)
09:29:10,061321 09.29 SAD 1,1072.0,SUB,,Transcrito,,,-7.517444444444444,-34.96752777777778,,POINT EMPTY,POINT (282891.23577763874 9168560.965188667)
10:03:42,061321 10.03 FA 1,711.0,FA,,Transcrito,-7.518222222222223,-34.965805555555555,-7.5184999999999995,-34.96577777777778,,POINT (283081.73496650066 9168475.787440317),POINT (283084.9392833116 9168445.075560706)
‏‎10:27:16,061321 10.27 J1 1 ,185.0,J1,,Transcrito,-7.518861111111111,-34.965583333333335,-7.518777777777777,-34.965583333333335,,POINT (283106.58294620865 9168405.22861168),POINT (283106.5415515115 9168414.446305871)
‏‎10:42:44,061321 10.42 FG 1,777.0,FG,mt comp desconhecido ,Transcrito,-7.518777777777777,-34.965583333333335,-7.5184444444444445,-34.96608333333334,,POINT (283106.5415515115 9168414.446305871),POINT (283051.18207889993 9168451.069199046)
‏‎14:01:20,061321 14.01 FF 1 inf 1,183.0,FF,,Transcrito,-7.532111111111111,-34.960638888888894,-7.532111111111111,-34.960638888888894,,POINT (283658.9588460781 9166942.067079598),POINT (283658.9588460781 9166942.067079598)
,061321 14.01 FF 1 inf 1,,INF,quase J1 movimentos relativamente independentes,Transcrito,,,,,,POINT EMPTY,POINT EMPTY
 ‏‎14:23:34,061321 14.23 J3 1 sup rap,53.0,J3,,Transcrito,-7.5321388888888885,-34.960750000000004,-7.5321388888888885,-34.960750000000004,,POINT (283646.7077452756 9166938.939483404),POINT (283646.7077452756 9166938.939483404)
 ‏‎14:29:06,061321 14.29 J1 2 rap,104.0,J1,,Transcrito,-7.5320833333333335,-34.96077777777778,-7.5320833333333335,-34.96077777777778,,POINT (283643.6139457672 9166945.070838815),POINT (283643.6139457672 9166945.070838815)
 ‏‎14:32:44,061321 14.32 J1 3 rap,150.0,J1,Prob mesmo que antes,Transcrito,-7.5320833333333335,-34.96077777777778,-7.5320833333333335,-34.96077777777778,,POINT (283643.6139457672 9166945.070838815),POINT (283643.6139457672 9166945.070838815)
14:55:08,061321 14.55 J2 [ou 3] 1 Pinto Rosa,1051.0,J2,J2 ou 3 não tenho certeza,Transcrito,,,-7.531694444444445,-34.96105555555556,Pinto Rosa,POINT EMPTY,POINT (283612.7586541034 9166987.94904304)
15:05:18,061321 15.05 FA 2,361.0,FA,Amamentou j1,Transcrito,,,-7.532,-34.96138888888889,,POINT EMPTY,POINT (283576.11565683153 9166953.985744804)
 ‏‎09:55:46,061621 09.55 SAD 1,902.0,SUB,Tiro ou fogos no meio do audio,Transcrito,,,-7.518083333333333,-34.966833333333334,,POINT EMPTY,POINT (282968.2117230538 9168490.64062537)
10:07:12,061621 10.07 J1 1,562.0,J1,,Transcrito,-7.518083333333333,-34.96680555555556,-7.518083333333333,-34.96680555555556,,POINT (282971.27805504296 9168490.65440294),POINT (282971.27805504296 9168490.65440294)
‏‎10:19:14,061621 10.19 FF J1 FF,652.0,FF,Provavelmente msm J1 q antes,Transcrito,-7.518305555555555,-34.96680555555556,-7.518305555555555,-34.96680555555556,,POINT (282971.3885005437 9168466.073868215),POINT (282971.3885005437 9168466.073868215)
10:40:16,061621 10.40 MA 1,755.0,MA,MA barbeludão,Transcrito,-7.518694444444445,-34.966750000000005,-7.518694444444445,-34.966750000000005,,POINT (282977.7144432159 9168423.08548866),POINT (282977.7144432159 9168423.08548866)
14:45:06,061621 14.45 MA 2,746.0,MA,MA fazendo catação em geral,Transcrito,-7.531916666666667,-34.96066666666667,-7.531944444444444,-34.960638888888894,,POINT (283655.79611013073 9166963.56122328),POINT (283658.87612106686 9166960.502424743)
14:55:32,061621 14.55 FF 2,366.0,FF,,Transcrito,-7.5319722222222225,-34.96052777777778,-7.531861111111111,-34.96033333333334,,POINT (283671.15480083076 9166957.484901574),POINT (283692.5632200168 9166969.871432018)
15:08:38,061621 15.08 FF 3,720.0,FF,FF seguida por MA,Transcrito,-7.531861111111111,-34.96033333333334,-7.531722222222222,-34.95997222222223,,POINT (283692.5632200168 9166969.871432018),POINT (283732.35520861135 9166985.413033234)
‏‎15:11:50,061621 15.11 J1 2 rap,58.0,J1,,Transcrito,-7.531694444444445,-34.95997222222223,-7.531694444444445,-34.95997222222223,,POINT (283732.341426388 9166988.48558953),POINT (283732.341426388 9166988.48558953)
‏‎15:21:34,061621 15.21 J2 1,358.0,J2,,Transcrito,-7.531638888888889,-34.95997222222223,-7.531638888888889,-34.95997222222223,,POINT (283732.313862093 9166994.63070211),POINT (283732.313862093 9166994.63070211)
15:39:20,061621 15.39 FA 1,927.0,FA,fa calvinha,Transcrito,-7.531527777777778,-34.95997222222223,-7.531305555555556,-34.959833333333336,laranjinha?,POINT (283732.2587341095 9167006.920927228),POINT (283747.47961348016 9167031.57014036)
‏‎15:47:30,061621 15.47 J1 3,252.0,J1,,Transcrito,-7.531305555555556,-34.959833333333336,-7.5313888888888885,-34.95988888888889,,POINT (283747.47961348016 9167031.57014036),POINT (283741.3885034012 9167022.324967416)
15:54:58,061621 15.54 J1 4 rap,44.0,J1,aprx de FA ,Transcrito,-7.5313888888888885,-34.95988888888889,-7.5313888888888885,-34.95988888888889,,POINT (283741.3885034012 9167022.324967416),POINT (283741.3885034012 9167022.324967416)
16:05:30,061621 16.05 MA 3 BarbBr,553.0,MA,,Transcrito,-7.531416666666667,-34.95980555555556,-7.5312222222222225,-34.96002777777778,barba branca,POINT (283750.60096158215 9167019.293668566),POINT (283725.97468164144 9167040.691539727)
09:25:22,061921 09.25 J2 1,921.0,J2,"tem ap de fa, j2 peq, quase j1",Transcrito,-7.520472222222222,-34.96394444444445,-7.520472222222222,-34.96394444444445,,POINT (283288.2957127618 9168227.83212869),POINT (283288.2957127618 9168227.83212869)
09:41:26,061921 09.41 J3 1,226.0,J3,,Transcrito,-7.5205,-34.96358333333334,-7.5205,-34.96358333333334,,POINT (283328.1715264618 9168224.938452438),POINT (283328.1715264618 9168224.938452438)
09:46:10,061921 09.46 J2 2,233.0,J2,,Transcrito,-7.520555555555555,-34.96347222222222,-7.520472222222222,-34.96338888888889,,POINT (283340.46433591493 9168218.848365245),POINT (283349.62190390273 9168228.107322894)
‏‎09:50:06,061921 09.50 SAD 1 rap,63.0,SUB,,Transcrito,-7.520388888888889,-34.963166666666666,-7.520388888888889,-34.963166666666666,,POINT (283374.1110222951 9168237.435060553),POINT (283374.1110222951 9168237.435060553)
10:01:24,061921 10.01 FF 1,252.0,FF,Fezes parasito,Transcrito,-7.520388888888889,-34.963166666666666,-7.520388888888889,-34.96308333333334,,POINT (283374.1110222951 9168237.435060553),POINT (283383.3099498262 9168237.476327829)
‏‎10:29:12,061921 10.29 J3 2,598.0,J3,"Fruta estranha, embuá no chão",Transcrito,-7.520083333333333,-34.96291666666667,-7.520138888888889,-34.96280555555556,,POINT (283401.55620090844 9168271.357018612),POINT (283413.8490064301 9168265.266912207)
11:01:32,061921 11.01 MA 1,342.0,MA,,Transcrito,-7.519972222222222,-34.962472222222225,-7.519861111111111,-34.96238888888889,,POINT (283450.5620556418 9168283.867290914),POINT (283459.70587719814 9168296.198777946)
11:08:00,061921 11.08 MA 2,302.0,MA,MA jovem ,Transcrito,-7.519861111111111,-34.96238888888889,-7.519916666666667,-34.96230555555556,,POINT (283459.70587719814 9168296.198777946),POINT (283468.9323659603 9168290.094908006)
‏‎11:30:10,061921 11.30 MA 3,772.0,MA,,Transcrito,-7.519833333333334,-34.96222222222222,-7.519833333333334,-34.96222222222222,,POINT (283478.0899693062 9168299.353831168),POINT (283478.0899693062 9168299.353831168)
11:47:26,061921 11.47 J3 3,375.0,J3,prov. F,Transcrito,-7.520388888888889,-34.96158333333334,-7.520583333333334,-34.96172222222223,,POINT (283548.89056916937 9168238.218838649),POINT (283533.65545518463 9168216.642205302)
11:50:28,061921 11.50 J2 3 rap,112.0,J2,,Transcrito,-7.520611111111111,-34.961666666666666,-7.520722222222222,-34.96186111111111,,POINT (283539.80183962546 9168213.597139478),POINT (283518.3928049839 9168201.210680068)
‏‎13:56:54,061921 13.56 J3 4,245.0,J3,,Transcrito,-7.527805555555555,-34.96383333333333,-7.527638888888889,-34.96352777777778,,POINT (283304.2029972732 9167416.730738204),POINT (283337.84903486434 9167435.31761319)
14:22:50,061921 14.22 FA 1,118.0,FA,tetuda,Transcrito,-7.5279444444444445,-34.96205555555556,-7.527972222222222,-34.96208333333334,,POINT (283500.51237269107 9167402.249076055),POINT (283497.45990884077 9167399.162754614)
‏‎10:11:36,062121 10.11 zJ1 1 MA 1,1262.0,J1,,Transcrito,-7.517888888888889,-34.967,-7.517888888888889,-34.967,,POINT (282949.7170833534 9168512.06592601),POINT (282949.7170833534 9168512.06592601)
‏‎10:11:36,062121 10.11 zJ1 1 MA 1,,MA,,Transcrito,-7.517888888888889,-34.967,-7.517888888888889,-34.967,,POINT (282949.7170833534 9168512.06592601),POINT (282949.7170833534 9168512.06592601)
‏‎10:24:54,062121 10.24 SAD 1,376.0,SUB,"Unção com embuá, video no celular",Transcrito,,,-7.518111111111111,-34.96666666666667,,POINT EMPTY,POINT (282986.62351877836 9168487.650721274)
10:38:42,062121 10.38 FA 1,278.0,FA,Parecia j3 de tão magra. Com tumor,Transcrito,,,-7.518111111111111,-34.96658333333334,,POINT EMPTY,POINT (282995.8225131176 9168487.692050034)
‏‎10:50:56,062121 10.50 FF 1,443.0,FF,,Transcrito,-7.518194444444444,-34.96666666666667,-7.5183333333333335,-34.9665,,POINT (282986.66493268235 9168478.433021516),POINT (283005.1319357256 9168463.152846662)
11:03:08,062121 11.03 J1 2 FF 2,425.0,J1,"j1 pequeno, quase inf dep vira FF",Transcrito,-7.518194444444444,-34.96647222222222,-7.51825,-34.966638888888895,,POINT (283008.12924801133 9168478.529453602),POINT (282989.7588727247 9168472.301665021)
‏‎11:12:36,062121 11.12 J2 1 FF 3 FF 4,320.0,FF,"acho que troca de cuidador, pelo nome",Transcrito,-7.518194444444444,-34.96661111111111,-7.518,-34.96688888888889,,POINT (282992.79759445274 9168478.460574515),POINT (282962.0376409426 9168499.830770563)
‏‎11:24:24,062121 11.24 J1 3,364.0,J1,,Transcrito,-7.517888888888889,-34.96691666666667,-7.517805555555555,-34.96691666666667,,POINT (282958.9160841679 9168512.107260594),POINT (282958.8746666633 9168521.324961584)
‏‎13:10:10,062121 13.10 FF 5,200.0,FF,"mts ameaçando alguma coisa depois de 3m23s, 09.4 pode ser 04.4?",Transcrito,-7.517722222222222,-34.965833333333336,-7.519277777777778,-34.965833333333336,,POINT (283078.42026527645 9168531.07984083),POINT (283079.19303210825 9168359.016193109)
‏‎13:17:50,062121 13.17 J2 2 rap FF 6,196.0,FF,começa com j2 até 30s  FF só loc,Transcrito,-7.51975,-34.965472222222225,-7.520166666666666,-34.965361111111115,,POINT (283119.28978987545 9168306.961624345),POINT (283131.7620421363 9168260.928240072)
‏‎14:31:20,062121 14.31 FA 2 ,401.0,FF,comendo amorosa ,Transcrito,-7.525444444444444,-34.964305555555555,-7.5255833333333335,-34.96427777777778,,POINT (283250.9033040717 9167677.664441755),POINT (283254.0385860514 9167662.315398643)
‏‎14:45:42,062121 14.45 FF 7 J1 4 FF 8,394.0,FF,J1 pequeno quase infante,Transcrito,-7.5264999999999995,-34.96391666666667,-7.526916666666667,-34.9635,,POINT (283294.3555421282 9167561.099865861),POINT (283340.5565196924 9167515.217997868)
‏‎15:15:20,062121 15.15 MA 2 DISPLAY,178.0,MA,MA recebendo display de FA no cio,Transcrito,-7.52825,-34.96358333333334,-7.52825,-34.96358333333334,,POINT (283332.0201346913 9167367.693699583),POINT (283332.0201346913 9167367.693699583)
‏‎15:30:46,062121 15.30 MA 2 DISPLAY,520.0,MA,"msm MA q o anterior, recebendo display",Transcrito,-7.528333333333333,-34.96302777777778,-7.528527777777778,-34.96238888888889,,POINT (283393.3866106144 9167358.751437096),POINT (283464.0069714203 9167337.56015728)
